date,cases,deaths,deaths_normalized,cases_normalized,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_driving,apple_walking,maskScore,mask_never,mask_rarely,mask_sometimes,mask_frequently,mask_always,PSScore
2020-03-06,1,0,0.0,0.000249258456093123,7.0,5.0,78.0,11.0,3.0,-2.0,139.4,163.69,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-03-07,1,0,0.0,0.000249258456093123,6.0,9.0,72.0,15.0,2.0,-2.0,141.98,181.36,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-03-08,1,0,0.0,0.000249258456093123,6.0,7.0,4.0,6.0,1.0,0.0,87.32,93.4,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-03-09,1,0,0.0,0.000249258456093123,5.0,4.0,0.0,2.0,2.0,1.0,104.4,100.56,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-03-10,2,0,0.0,0.000498516912186246,8.0,12.0,63.0,2.0,3.0,-1.0,112.27,121.56,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-03-11,2,0,0.0,0.000498516912186246,12.0,11.0,95.0,18.0,3.0,-2.0,110.15,117.37,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-03-12,2,0,0.0,0.000498516912186246,11.0,22.0,91.0,17.0,0.0,-2.0,114.25,118.06,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-03-13,2,0,0.0,0.000498516912186246,4.0,24.0,1.0,13.0,-5.0,2.0,122.17,121.86,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-03-14,2,0,0.0,0.000498516912186246,-6.0,17.0,-31.0,9.0,-5.0,3.0,105.46,125.25,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-03-15,3,0,0.0,0.0007477753682793688,-7.0,11.0,-35.0,-1.0,-5.0,2.0,70.85,71.27,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-03-16,3,0,0.0,0.0007477753682793688,-1.0,27.0,-38.0,-7.0,-17.0,7.0,87.19,91.02,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-03-17,4,0,0.0,0.000997033824372492,-7.0,33.0,3.0,-4.0,-22.0,7.0,81.54,85.74,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-03-18,4,0,0.0,0.000997033824372492,-18.0,19.0,38.0,-2.0,-26.0,9.0,75.66,80.59,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-03-19,5,1,0.000249258456093123,0.0012462922804656147,-26.0,12.0,10.0,-13.0,-32.0,13.0,71.81,77.45,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-03-20,5,1,0.000249258456093123,0.0012462922804656147,-29.0,13.0,-8.0,-11.0,-33.0,13.0,80.14,81.85,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-03-21,5,1,0.000249258456093123,0.0012462922804656147,-41.0,-1.0,-26.0,-7.0,-23.0,9.0,63.2,67.96,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-03-22,6,1,0.000249258456093123,0.0014955507365587376,-43.0,-9.0,-53.0,-27.0,-31.0,10.0,44.14,45.21,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-03-23,11,1,0.000249258456093123,0.0027418430170243527,-31.0,-5.0,-16.0,-23.0,-33.0,15.0,64.65,74.68,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-03-24,12,1,0.000249258456093123,0.0029911014731174752,-28.0,1.0,41.0,-18.0,-36.0,14.0,67.95,79.52,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-03-25,27,1,0.000249258456093123,0.00672997831451432,-25.0,0.0,69.0,-12.0,-36.0,13.0,69.37,84.12,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-03-26,41,1,0.000249258456093123,0.010219596699818041,-33.0,-6.0,41.0,-17.0,-40.0,15.0,67.71,79.68,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-03-27,49,1,0.000249258456093123,0.012213664348563025,-38.0,-9.0,18.0,-22.0,-40.0,17.0,74.04,81.36,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-03-28,57,3,0.0007477753682793688,0.01420773199730801,-42.0,-9.0,-15.0,-13.0,-32.0,11.0,62.0,75.22,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-03-29,61,3,0.0007477753682793688,0.0152047658216805,-42.0,-18.0,-22.0,-22.0,-36.0,10.0,44.82,56.18,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-03-30,65,3,0.0007477753682793688,0.01620179964605299,-40.0,-17.0,-42.0,-31.0,-41.0,18.0,59.67,64.53,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-03-31,83,3,0.0007477753682793688,0.020688451855729206,-33.0,-6.0,14.0,-22.0,-42.0,16.0,66.07,78.88,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-04-01,115,3,0.0007477753682793688,0.02866472245070914,-28.0,3.0,19.0,-12.0,-42.0,15.0,66.81,80.91,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-04-02,151,5,0.0012462922804656147,0.03763802687006157,-34.0,0.0,1.0,-18.0,-44.0,17.0,66.0,79.71,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-04-03,175,8,0.001994067648744984,0.04362022981629652,-40.0,-6.0,-43.0,-29.0,-45.0,21.0,67.61,67.93,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-04-04,221,8,0.001994067648744984,0.05508611879658017,-51.0,-13.0,-61.0,-19.0,-36.0,14.0,56.38,65.82,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-04-05,240,8,0.001994067648744984,0.05982202946234951,-45.0,-10.0,-35.0,-21.0,-38.0,11.0,44.88,55.52,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-04-06,249,8,0.001994067648744984,0.06206535556718761,-37.0,-11.0,-21.0,-25.0,-43.0,18.0,63.21,71.79,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-04-07,273,14,0.003489618385303721,0.06804755851342256,-35.0,-7.0,23.0,-16.0,-44.0,17.0,67.2,79.71,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-04-08,293,16,0.003988135297489968,0.07303272763528502,-32.0,-6.0,28.0,-12.0,-45.0,16.0,70.04,85.48,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-04-09,308,16,0.003988135297489968,0.07677160447668187,-33.0,-1.0,11.0,-15.0,-46.0,17.0,71.47,84.82,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-04-10,314,16,0.003988135297489968,0.07826715521324061,-34.0,2.0,23.0,-14.0,-51.0,19.0,81.29,95.75,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-04-11,323,16,0.003988135297489968,0.08051048131807872,-44.0,0.0,-31.0,-6.0,-36.0,12.0,65.79,82.24,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-04-12,332,18,0.004486652209676213,0.08275380742291683,-59.0,-29.0,-68.0,-27.0,-44.0,12.0,37.12,42.13,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-04-13,337,18,0.004486652209676213,0.08400009970338243,-37.0,-13.0,-45.0,-24.0,-43.0,19.0,65.47,73.3,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-04-14,358,19,0.004735910665769337,0.08923452728133802,-35.0,-8.0,-9.0,-17.0,-44.0,18.0,70.28,81.82,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-04-15,362,21,0.005234427577955582,0.09023156110571051,-21.0,1.0,25.0,-8.0,-42.0,15.0,80.25,84.01,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-04-16,376,21,0.005234427577955582,0.09372117949101423,-24.0,2.0,20.0,-6.0,-43.0,16.0,81.67,90.85,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-04-17,390,22,0.0054836860340487055,0.09721079787631795,-34.0,-7.0,-18.0,-13.0,-43.0,19.0,84.93,88.01,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-04-18,409,22,0.0054836860340487055,0.10194670854208729,-38.0,-4.0,-13.0,8.0,-30.0,10.0,78.88,89.01,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-04-19,411,22,0.0054836860340487055,0.10244522545427354,-37.0,-10.0,-32.0,-14.0,-35.0,10.0,56.38,63.27,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-04-20,422,22,0.0054836860340487055,0.10518706847129788,-25.0,-7.0,5.0,-12.0,-42.0,16.0,81.69,92.84,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-04-21,432,25,0.006231461402328073,0.10767965303222912,-26.0,-2.0,37.0,-11.0,-42.0,15.0,81.38,95.32,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-04-22,437,25,0.006231461402328073,0.10892594531269474,-34.0,-12.0,-36.0,-21.0,-44.0,19.0,70.77,72.38,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-04-23,454,26,0.006480719858421197,0.11316333906627783,-23.0,4.0,30.0,-6.0,-43.0,15.0,90.71,105.42,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-04-24,467,27,0.00672997831451432,0.11640369899548841,-31.0,-7.0,-2.0,-11.0,-43.0,18.0,91.38,99.86,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-04-25,479,27,0.00672997831451432,0.1193948004686059,-34.0,-1.0,4.0,10.0,-29.0,9.0,86.78,99.65,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-04-26,491,27,0.00672997831451432,0.12238590194172337,-30.0,-6.0,-3.0,-2.0,-33.0,7.0,65.6,80.47,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-04-27,490,28,0.006979236770607442,0.12213664348563025,-23.0,-5.0,-19.0,-16.0,-41.0,16.0,82.62,88.15,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-04-28,506,32,0.007976270594979936,0.12612477878312023,-27.0,-4.0,4.0,-13.0,-41.0,10.0,78.49,89.28,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-04-29,522,33,0.008225529051073058,0.13011291408061018,-14.0,6.0,29.0,-8.0,-40.0,13.0,92.77,107.83,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-04-30,567,33,0.008225529051073058,0.1413295446048007,-16.0,9.0,30.0,-8.0,-41.0,14.0,99.07,114.06,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-05-01,584,33,0.008225529051073058,0.1455669383583838,-16.0,8.0,46.0,-5.0,-39.0,13.0,112.78,127.28,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-05-02,607,34,0.00847478750716618,0.15129988284852564,-25.0,5.0,3.0,6.0,-25.0,6.0,96.75,113.84,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-05-03,628,34,0.00847478750716618,0.15653431042648122,-23.0,1.0,-26.0,-16.0,-26.0,7.0,70.61,77.85,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-05-04,639,34,0.00847478750716618,0.15927615344350557,-13.0,2.0,-11.0,-13.0,-37.0,14.0,95.36,109.05,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-05-05,645,36,0.008973304419352426,0.1607717041800643,-8.0,15.0,36.0,-4.0,-36.0,12.0,104.82,122.89,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-05-06,653,36,0.008973304419352426,0.16276577182880927,-8.0,9.0,51.0,-4.0,-36.0,11.0,102.99,119.24,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-05-07,676,36,0.008973304419352426,0.1684987163189511,-13.0,9.0,4.0,-8.0,-37.0,13.0,103.9,110.7,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-05-08,684,36,0.008973304419352426,0.1704927839676961,-13.0,9.0,26.0,-4.0,-37.0,13.0,120.81,141.12,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-05-09,695,36,0.008973304419352426,0.17323462698472045,-18.0,17.0,4.0,16.0,-22.0,5.0,110.91,134.2,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-05-10,700,36,0.008973304419352426,0.17448091926518608,-13.0,19.0,-16.0,-5.0,-21.0,3.0,73.99,86.78,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-05-11,708,36,0.008973304419352426,0.17647498691393107,-14.0,0.0,-30.0,-13.0,-36.0,14.0,100.76,102.18,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-05-12,717,37,0.00922256287544555,0.17871831301876917,-15.0,4.0,-24.0,-14.0,-36.0,15.0,90.26,90.7,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-05-13,734,37,0.00922256287544555,0.18295570677235223,-7.0,4.0,19.0,-1.0,-34.0,12.0,110.27,136.82,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-05-14,743,37,0.00922256287544555,0.18519903287719036,-8.0,6.0,30.0,3.0,-35.0,11.0,118.07,143.82,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-05-15,752,37,0.00922256287544555,0.18744235898202846,-18.0,-6.0,-15.0,-10.0,-37.0,15.0,124.09,148.28,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-05-16,776,37,0.00922256287544555,0.1934245619282634,-17.0,1.0,-15.0,12.0,-21.0,6.0,122.36,158.04,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-05-17,781,37,0.00922256287544555,0.19467085420872904,-10.0,1.0,17.0,5.0,-19.0,4.0,98.83,126.4,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-05-18,787,37,0.00922256287544555,0.19616640494528775,-3.0,1.0,23.0,0.0,-33.0,10.0,124.25,164.55,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-05-19,802,37,0.00922256287544555,0.19990528178668462,-2.0,6.0,59.0,4.0,-33.0,10.0,127.39,163.71,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-05-20,814,39,0.009721079787631795,0.20289638325980208,0.0,5.0,76.0,7.0,-33.0,9.0,129.67,166.17,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-05-21,852,40,0.009970338243724917,0.21236820459134076,-6.0,7.0,25.0,1.0,-35.0,11.0,128.58,159.17,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-05-22,890,41,0.010219596699818041,0.22184002592287944,-8.0,5.0,41.0,-2.0,-36.0,11.0,149.67,190.97,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-05-23,903,44,0.010967372068097411,0.22508038585209003,-19.0,4.0,19.0,19.0,-20.0,3.0,135.94,178.19,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-05-24,915,44,0.010967372068097411,0.2280714873252075,-11.0,3.0,12.0,-6.0,-21.0,3.0,100.9,123.4,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-05-25,926,44,0.010967372068097411,0.23081333034223184,-17.0,-6.0,-18.0,-36.0,-71.0,21.0,90.32,100.91,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-05-26,935,47,0.011715147436376779,0.23305665644707,-6.0,5.0,29.0,-6.0,-33.0,10.0,126.84,154.59,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-05-27,958,49,0.012213664348563025,0.2387896009372118,-3.0,5.0,23.0,-6.0,-32.0,10.0,125.82,157.38,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-05-28,960,49,0.012213664348563025,0.23928811784939805,-4.0,8.0,28.0,-3.0,-32.0,10.0,133.93,172.7,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-05-29,983,51,0.012712181260749272,0.24502106233953985,-7.0,4.0,71.0,-1.0,-31.0,9.0,159.8,208.79,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-05-30,998,54,0.01345995662902864,0.24875993918093672,-14.0,1.0,28.0,21.0,-10.0,2.0,147.35,193.87,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-05-31,1014,54,0.01345995662902864,0.2527480744784267,-7.0,2.0,26.0,2.0,-11.0,2.0,116.06,178.31,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-06-01,1022,54,0.01345995662902864,0.25474214212717167,-2.0,7.0,26.0,-2.0,-30.0,9.0,126.95,160.62,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-06-02,1057,57,0.01420773199730801,0.26346618809043093,-2.0,9.0,59.0,-1.0,-30.0,8.0,130.69,163.72,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-06-03,1087,57,0.01420773199730801,0.2709439417732247,3.0,11.0,67.0,3.0,-29.0,7.0,134.64,165.26,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-06-04,1109,59,0.014706248909494254,0.27642762780727337,-1.0,8.0,43.0,-1.0,-31.0,8.0,144.87,169.83,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-06-05,1134,59,0.014706248909494254,0.2826590892096014,-5.0,5.0,52.0,1.0,-31.0,8.0,168.67,209.25,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-06-06,1165,59,0.014706248909494254,0.29038610134848825,-14.0,1.0,24.0,13.0,-14.0,2.0,157.32,202.68,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-06-07,1188,60,0.014955507365587378,0.2961190458386301,-7.0,0.0,2.0,-4.0,-14.0,2.0,113.24,120.51,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-06-08,1196,60,0.014955507365587378,0.29811311348737507,-1.0,0.0,26.0,-5.0,-30.0,9.0,136.21,161.02,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-06-09,1261,61,0.0152047658216805,0.3143149131334281,-1.0,3.0,54.0,-7.0,-30.0,8.0,140.58,170.09,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-06-10,1308,61,0.0152047658216805,0.3260300605698048,4.0,8.0,93.0,-3.0,-29.0,7.0,143.32,171.05,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-06-11,1372,62,0.015454024277773622,0.3419826017597647,-1.0,7.0,85.0,-1.0,-31.0,8.0,149.53,173.24,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-06-12,1443,62,0.015454024277773622,0.3596799521423764,-5.0,2.0,75.0,-1.0,-32.0,8.0,169.28,216.26,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-06-13,1525,62,0.015454024277773622,0.3801191455420125,-13.0,1.0,34.0,18.0,-13.0,1.0,161.54,207.24,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-06-14,1564,62,0.015454024277773622,0.3898402253296443,-6.0,0.0,18.0,-3.0,-13.0,1.0,113.47,124.54,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-06-15,1653,62,0.015454024277773622,0.4120242279219323,0.0,3.0,33.0,-4.0,-31.0,9.0,139.13,172.57,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-06-16,1729,64,0.01595254118995987,0.4309678705850096,0.0,6.0,66.0,-3.0,-31.0,8.0,143.03,181.13,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-06-17,1825,64,0.01595254118995987,0.4548966823699494,4.0,7.0,87.0,0.0,-31.0,7.0,144.34,189.96,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
2020-06-18,1945,65,0.01620179964605299,0.48480769710112415,1.0,10.0,73.0,-1.0,-33.0,8.0,155.19,193.64,7.41,0.074,0.061,0.141,0.243,0.482,-0.16564440092737598
