date,cases,deaths,deaths_normalized,cases_normalized,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_driving,apple_transit,apple_walking,maskScore,mask_never,mask_rarely,mask_sometimes,mask_frequently,mask_always,PSScore
2020-09-26,266988,6504,0.06478663889128784,2.659479573232958,-31.0,-11.0,-21.0,-36.0,-18.0,7.0,114.79,46.24,131.65,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-09-27,267801,6514,0.06488624934468773,2.6675779030943687,-30.0,-15.0,-12.0,-39.0,-20.0,6.0,90.59,40.58,100.24,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-09-28,268455,6515,0.06489621039002771,2.6740924267467214,-29.0,-16.0,-18.0,-42.0,-39.0,12.0,96.19,50.76,96.85,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-09-29,269284,6551,0.06525480802226732,2.682350133333572,-31.0,-15.0,-21.0,-42.0,-39.0,13.0,99.96,49.25,98.17,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-09-30,270299,6576,0.06550383415576705,2.692460594353661,-30.0,-14.0,-21.0,-42.0,-39.0,13.0,101.08,48.35,99.89,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-10-01,271371,6610,0.06584250969732666,2.703138834958129,-29.0,-11.0,-22.0,-39.0,-38.0,14.0,104.0,49.18,100.67,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-10-02,272653,6626,0.06600188642276648,2.715908895083995,-30.0,-11.0,-22.0,-38.0,-37.0,13.0,119.22,53.34,120.12,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-10-03,273638,6642,0.0661612631482063,2.725720524743884,-30.0,-8.0,-23.0,-32.0,-19.0,7.0,113.69,47.53,129.5,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-10-04,274565,6647,0.06621106837490626,2.734954413774054,-30.0,-12.0,-17.0,-35.0,-20.0,6.0,89.86,40.65,97.45,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-10-05,274942,6654,0.06628079569228618,2.7387097278672297,-29.0,-14.0,-21.0,-39.0,-38.0,12.0,94.74,49.35,93.88,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-10-06,275856,6681,0.06654974391646587,2.74781412330798,-30.0,-13.0,-19.0,-40.0,-39.0,13.0,96.97,49.7,98.17,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-10-07,277445,6709,0.06682865318598556,2.763642224353222,-31.0,-15.0,-18.0,-41.0,-39.0,13.0,98.9,48.5,98.07,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-10-08,278665,6726,0.06699799095676537,2.7757946996680083,-30.0,-14.0,-19.0,-40.0,-39.0,14.0,101.48,48.92,99.57,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-10-09,279909,6741,0.06714740663686522,2.7881862400709547,-30.0,-13.0,-20.0,-39.0,-37.0,13.0,120.5,53.51,120.41,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-10-10,281165,6768,0.06741635486104491,2.8006973130179804,-30.0,-11.0,-22.0,-33.0,-17.0,7.0,112.39,49.03,127.71,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-10-11,282135,6771,0.06744623799706488,2.81035952699777,-30.0,-14.0,-13.0,-35.0,-19.0,6.0,90.66,41.99,111.91,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-10-12,282982,6773,0.06746616008774486,2.8187965324007402,-29.0,-15.0,-17.0,-41.0,-41.0,13.0,93.67,49.85,96.2,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-10-13,283750,6790,0.06763549785852467,2.826446615221852,-30.0,-14.0,-17.0,-39.0,-39.0,13.0,96.1,49.71,96.54,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-10-14,285016,6812,0.06785464085600443,2.839057298622278,-30.0,-15.0,-16.0,-39.0,-38.0,14.0,99.2,50.43,98.25,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-10-15,286183,6834,0.06807378385348417,2.850681838534045,-30.0,-14.0,-19.0,-37.0,-38.0,14.0,104.25,51.31,102.41,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-10-16,287222,6855,0.06828296580562394,2.8610313646422934,-30.0,-12.0,-19.0,-36.0,-37.0,13.0,122.25,56.25,123.97,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-10-17,288136,6863,0.06836265416834386,2.870135760083043,-31.0,-11.0,-20.0,-30.0,-18.0,7.0,115.18,49.09,131.48,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-10-18,288451,6876,0.06849214775776372,2.8732734893651397,-29.0,-14.0,-13.0,-32.0,-19.0,6.0,91.35,42.37,98.26,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-10-19,289366,6877,0.0685021088031037,2.8823878458512295,-30.0,-16.0,-19.0,-38.0,-38.0,12.0,94.09,51.01,95.74,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-10-20,290009,6912,0.06885074539000331,2.8887927980048427,-30.0,-15.0,-18.0,-37.0,-38.0,13.0,96.79,49.58,95.45,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-10-21,290486,6944,0.06916949884088296,2.893544216632017,-30.0,-15.0,-17.0,-38.0,-38.0,13.0,98.84,48.89,97.43,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-10-22,294065,6956,0.06928903138496283,2.9291947979038375,-30.0,-15.0,-19.0,-37.0,-38.0,14.0,101.61,48.35,99.47,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-10-23,296821,6974,0.06946833020108263,2.9566474388608466,-30.0,-13.0,-21.0,-37.0,-37.0,13.0,118.58,53.77,118.44,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-10-24,298937,6989,0.06961774588118246,2.9777250108002633,-31.0,-11.0,-24.0,-32.0,-18.0,7.0,111.51,48.18,125.58,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-10-25,299760,6993,0.06965759006254241,2.985922951115074,-30.0,-14.0,-23.0,-34.0,-19.0,6.0,86.3,39.39,91.88,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-10-26,300614,7000,0.06972731737992234,2.994429683835425,-29.0,-15.0,-27.0,-38.0,-37.0,12.0,93.85,48.25,92.49,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-10-27,302077,7027,0.06999626560410203,3.0090026931678286,-29.0,-14.0,-24.0,-37.0,-38.0,13.0,98.37,48.11,98.56,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-10-28,303369,7040,0.0701257591935219,3.0218723637470943,-28.0,-14.0,-19.0,-39.0,-37.0,13.0,98.67,47.59,97.04,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-10-29,305070,7044,0.07016560337488184,3.0388161018704154,-28.0,-13.0,-20.0,-39.0,-38.0,13.0,105.43,51.24,104.78,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-10-30,306327,7056,0.07028513591896171,3.0513371358627817,-27.0,-8.0,-19.0,-37.0,-36.0,12.0,124.53,55.11,125.2,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-10-31,307618,7071,0.07043455159906155,3.0641968453967072,-30.0,-3.0,-24.0,-30.0,-17.0,6.0,109.39,49.53,131.2,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-11-01,309190,7074,0.07046443473508152,3.0798556086711697,-29.0,-14.0,-18.0,-34.0,-19.0,6.0,83.77,40.35,93.18,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-11-02,310595,7076,0.0704843568257615,3.0938508773738542,-28.0,-12.0,-17.0,-39.0,-37.0,12.0,92.96,50.25,95.49,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-11-03,311745,7097,0.07069353877790126,3.1053060795148415,-29.0,-13.0,-15.0,-41.0,-39.0,14.0,89.44,46.7,92.81,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-11-04,313526,7117,0.07089275968470105,3.1230467012653618,-32.0,-18.0,-24.0,-43.0,-39.0,15.0,86.01,45.84,86.72,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-11-05,315634,7140,0.07112186372752079,3.144044584842058,-31.0,-16.0,-24.0,-42.0,-38.0,14.0,91.38,48.65,90.52,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-11-06,317727,7157,0.0712912014983006,3.164893052738655,-30.0,-15.0,-27.0,-41.0,-36.0,14.0,107.85,51.65,107.24,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-11-07,320048,7170,0.07142069508772046,3.188012638972769,-34.0,-14.0,-52.0,-42.0,-21.0,11.0,89.99,39.57,101.96,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-11-08,322281,7172,0.07144061717840043,3.2102556532169646,-31.0,-16.0,-40.0,-41.0,-20.0,8.0,76.05,36.78,81.51,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
