date,cases,deaths,deaths_normalized,cases_normalized,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_driving,apple_transit,apple_walking,maskScore,mask_never,mask_rarely,mask_sometimes,mask_frequently,mask_always,PSScore
2020-09-23,245776,23780,0.2852407579535451,2.948079584810366,-12.0,-9.0,101.0,-12.0,-32.0,7.0,71.42,36.43,46.64,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-09-24,246198,23785,0.28530073288162616,2.953141468740408,-10.0,-11.0,101.0,-13.0,-28.0,6.0,75.09,37.5,47.54,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-09-25,246570,23792,0.28538469778093967,2.957603603389639,-15.0,-9.0,141.0,-20.0,-32.0,6.0,92.45,46.58,64.29,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-09-26,247000,23795,0.2854206827377883,2.9627614472046107,-15.0,-5.0,202.0,-6.0,-12.0,1.0,93.9,51.55,76.98,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-09-27,247384,23801,0.2854926526514856,2.9673675216812363,-7.0,-10.0,128.0,-8.0,-13.0,0.0,69.94,37.66,50.41,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-09-28,247765,23810,0.2856006075220315,2.9719376112010134,-13.0,-9.0,98.0,-10.0,-29.0,7.0,62.97,34.02,42.29,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-09-29,248287,23814,0.28564858746449634,2.9781989936926765,-16.0,-11.0,32.0,-16.0,-30.0,8.0,62.63,31.32,35.63,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-09-30,248738,23823,0.2857565423350423,2.9836087322055884,-13.0,-7.0,32.0,-13.0,-32.0,8.0,67.7,34.67,42.67,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-10-01,249272,23829,0.28582851224873956,2.9900140545246465,-8.0,-4.0,130.0,-13.0,-26.0,6.0,75.01,38.65,48.8,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-10-02,249874,23846,0.28603242700421516,2.997235035865607,-19.0,-5.0,99.0,-15.0,-33.0,7.0,86.76,45.09,59.2,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-10-03,250583,23844,0.28600843703298273,3.0057394806675015,-19.0,-3.0,127.0,-8.0,-16.0,3.0,93.49,51.49,76.93,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-10-04,251119,23852,0.28610439691791245,3.012168792957792,-16.0,-11.0,88.0,-17.0,-16.0,2.0,67.8,36.26,49.43,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-10-05,251591,23861,0.2862123517884584,3.0178304261686444,-18.0,-9.0,62.0,-21.0,-31.0,8.0,62.92,33.25,40.48,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-10-06,252159,23866,0.2862723267165394,3.0246435779986536,-18.0,-7.0,114.0,-8.0,-32.0,7.0,65.86,34.74,43.19,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-10-07,252703,23873,0.2863562916158529,3.031168850173873,-24.0,-12.0,114.0,-16.0,-34.0,10.0,65.88,34.67,42.55,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-10-08,253398,23874,0.2863682866014691,3.039505365177141,-18.0,-8.0,100.0,-14.0,-29.0,9.0,72.7,39.27,47.14,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-10-09,254023,23879,0.2864282615295502,3.0470022311872746,-24.0,-11.0,135.0,-16.0,-35.0,8.0,91.51,47.15,63.63,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-10-10,254599,23882,0.2864642464863988,3.053911342902213,-26.0,-9.0,135.0,-4.0,-16.0,3.0,98.17,53.52,79.84,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-10-11,255068,23883,0.28647624147201506,3.059536991156217,-17.0,-15.0,134.0,-10.0,-14.0,2.0,67.74,37.24,51.37,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-10-12,255464,23890,0.2865602063713285,3.0642870054602374,-18.0,-12.0,58.0,-17.0,-43.0,11.0,53.09,28.71,29.16,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-10-13,256007,23895,0.2866201812994096,3.070800282649841,-22.0,-11.0,69.0,-19.0,-33.0,10.0,60.68,32.03,35.65,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-10-14,256474,23905,0.28674013115557173,3.0764019409326124,-20.0,-10.0,69.0,-10.0,-33.0,9.0,69.48,37.49,46.2,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-10-15,256986,23915,0.2868600810117338,3.0825433735681136,-17.0,-10.0,69.0,-9.0,-28.0,8.0,75.46,39.94,50.32,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-10-16,257642,23915,0.2868600810117338,3.0904120841323492,-26.0,-12.0,39.0,-23.0,-36.0,11.0,75.19,38.47,43.15,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-10-17,258452,23925,0.28698003086789603,3.100128022481482,-22.0,-7.0,125.0,-8.0,-16.0,4.0,95.37,54.28,81.32,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-10-18,259064,23935,0.2870999807240581,3.107468953678604,-20.0,-15.0,86.0,-11.0,-15.0,3.0,70.43,38.53,52.32,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-10-19,259484,23944,0.28720793559460406,3.112506847637414,-24.0,-15.0,14.0,-18.0,-31.0,10.0,63.56,34.65,40.84,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-10-20,259920,23944,0.28720793559460406,3.1177366613660826,-24.0,-13.0,24.0,-11.0,-32.0,11.0,64.54,35.01,41.71,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-10-21,260762,23949,0.2872679105226851,3.1278364392549336,-20.0,-11.0,24.0,-12.0,-32.0,9.0,67.27,36.63,44.48,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-10-22,261293,23955,0.28733988043638237,3.134205776617143,-19.0,-12.0,24.0,-12.0,-28.0,8.0,71.58,38.97,47.92,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-10-23,261863,23963,0.2874358403213121,3.1410429184183846,-23.0,-13.0,132.0,-19.0,-34.0,8.0,87.68,48.25,64.79,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-10-24,262615,23963,0.2874358403213121,3.150063147601777,-22.0,-7.0,64.0,-9.0,-14.0,4.0,91.94,52.32,78.03,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-10-25,263269,23967,0.28748382026377695,3.15790786819478,-16.0,-14.0,85.0,-12.0,-14.0,3.0,67.08,36.2,47.9,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-10-26,263694,23969,0.2875078102350094,3.163005737081671,-21.0,-13.0,11.0,-19.0,-30.0,9.0,60.78,32.7,37.44,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-10-27,264428,23978,0.28761576510555525,3.1718100565239706,-18.0,-9.0,51.0,-15.0,-30.0,9.0,63.33,35.23,42.0,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-10-28,265263,23980,0.28763975507678774,3.181825869513508,-18.0,-10.0,51.0,-19.0,-32.0,9.0,64.01,35.22,41.24,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-10-29,266321,23989,0.2877477099473336,3.1945165642954616,-18.0,-12.0,1.0,-25.0,-29.0,10.0,64.01,33.33,34.14,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-10-30,267227,23996,0.2878316748466471,3.205384021263751,-20.0,-5.0,11.0,-28.0,-34.0,10.0,77.63,42.74,49.99,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-10-31,267929,24001,0.2878916497747282,3.2138045011663325,-22.0,-2.0,91.0,-14.0,-14.0,3.0,83.02,51.93,67.67,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-11-01,268879,24013,0.2880355896021227,3.2251997375017347,-19.0,-15.0,20.0,-24.0,-13.0,4.0,56.57,31.96,35.8,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-11-02,269519,24017,0.2880835695445876,3.232876528296111,-24.0,-15.0,-8.0,-29.0,-28.0,10.0,57.3,32.52,35.01,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-11-03,270317,24021,0.28813154948705244,3.242448526817849,-12.0,-2.0,14.0,-16.0,-30.0,8.0,50.95,28.92,32.78,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-11-04,271112,24034,0.28828748430006323,3.2519845403827388,-23.0,-13.0,14.0,-19.0,-31.0,10.0,52.03,29.25,32.74,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-11-05,272184,24047,0.288443419113074,3.2648431649633185,-18.0,-12.0,86.0,-19.0,-26.0,8.0,60.44,34.95,40.29,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-11-06,273386,24054,0.2885273840123875,3.279261137674007,-23.0,-12.0,73.0,-29.0,-31.0,9.0,76.27,44.01,56.3,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-11-07,274551,24060,0.2885993539260847,3.293235295916895,-18.0,-6.0,128.0,-17.0,-8.0,4.0,85.15,52.4,77.77,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
2020-11-08,275944,24074,0.2887672837247117,3.30994431088028,-15.0,-15.0,105.0,-22.0,-9.0,2.0,65.22,38.78,52.32,9.06,0.044,0.028,0.051,0.066,0.812,0.5803981165590549
